system:index,avg_rad,.geo
202_0,0.2875,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.64263100482923,8.608106210075315]}"
203_0,0.29416665,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.52074168951114,11.747718128073043]}"
204_0,2.1233335,"{""geodesic"":false,""type"":""Point"",""coordinates"":[91.55404796925134,24.08607855545467]}"
205_0,0.7733333,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.28654797476794,36.70740829733395]}"
206_0,1.2725,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.35779644553557,29.633175434892717]}"
207_0,0.68583333,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.66122905138373,26.22856050807973]}"
208_0,0.38333333,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.62304315735356,30.149706723261442]}"
209_0,0.29749998,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.42591618976293,11.720768669549457]}"
210_0,0.355,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.20694809203125,21.89418926220304]}"
211_0,0.40083334,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.75978504072397,31.339974474719806]}"
212_0,0.3125,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.69878320454178,12.583151342304198]}"
213_0,6.2533336,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.82367190044366,17.21845820836093]}"
214_0,0.2875,"{""geodesic"":false,""type"":""Point"",""coordinates"":[91.4327754058952,8.28022113137169]}"
215_0,0.1825,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.10364183435752,12.7673059755487]}"
216_0,0.32333332,"{""geodesic"":false,""type"":""Point"",""coordinates"":[90.24699923085743,28.586638128893473]}"
217_0,0.53,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.20720678394417,21.42257373804029]}"
218_0,0.29666668,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.57102447401257,17.784396837356226]}"
219_0,0.33666667,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.46796191934158,27.48620190584706]}"
220_0,0.6591667,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.77514000369194,17.447528605811407]}"
221_0,0.41583332,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.43465563960139,30.648271705947774]}"
222_0,0.44166666,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.81306720580919,35.961806611514746]}"
223_0,0.6641667,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.40308525870074,24.157943778184233]}"
224_0,0.41583332,"{""geodesic"":false,""type"":""Point"",""coordinates"":[91.8190509780666,23.852516581583597]}"
225_0,0.665,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.28768211055574,24.625067725926385]}"
226_0,1.1541667,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.54769114803473,31.18726087641949]}"
227_0,0.20666666,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.92847035395421,15.82606951797567]}"
228_0,0.42916667,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.1126249871987,36.972411306149205]}"
229_0,0.255,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.96689995098711,14.828939552603002]}"
230_0,0.5325,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.7861177472856,25.7210123725522]}"
231_0,1.34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.1682747919956,25.64465557340204]}"
232_0,0.2525,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.63689093557456,17.10616879784599]}"
233_0,0.26333332,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.22754072933823,7.983777087612248]}"
234_0,0.28166667,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.98125012412378,10.04541066466655]}"
235_0,0.315,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.4779498620141,9.74447504448651]}"
236_0,0.41416666,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.82367190044366,22.945218144622878]}"
237_0,0.37583333,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.22791377829743,13.521890814209097]}"
238_0,0.40166667,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.93433976916532,31.277092404831443]}"
239_0,0.26666668,"{""geodesic"":false,""type"":""Point"",""coordinates"":[91.73371102607524,15.772170600928499]}"
240_0,0.26500002,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.16628020124314,9.335741590212127]}"
241_0,0.28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.12635840837342,8.100558074547786]}"
242_0,0.6125,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.18586804871879,23.699802983283277]}"
243_0,0.32166666,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.44526033423584,7.269616436737228]}"
244_0,0.31833333,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.92872904586712,19.97628613060786]}"
245_0,0.4525,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.427164682597,34.88831984699192]}"
