system:index,avg_rad,.geo
116_0,0.21000001,"{""geodesic"":false,""type"":""Point"",""coordinates"":[90.97014303457365,30.010467854222917]}"
117_0,0.15916666,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.02953831787273,6.703677807741929]}"
118_0,0.2525,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.11599741674169,29.32774823829208]}"
119_0,0.17666666,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.47582592530517,8.361069506942446]}"
120_0,0.111666664,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.25922546728516,7.579535209758463]}"
121_0,0.245,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.27282954250342,31.67235112984403]}"
122_0,0.2275,"{""geodesic"":false,""type"":""Point"",""coordinates"":[90.24250765443684,32.251764488101124]}"
123_0,0.31666666,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.55467971012345,35.63841310923172]}"
124_0,0.13333333,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.3288523962595,11.873482267849775]}"
125_0,0.3025,"{""geodesic"":false,""type"":""Point"",""coordinates"":[90.4940359339903,35.83604247173801]}"
126_0,0.082499996,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.01468574982042,12.614592377248382]}"
127_0,0.19333333,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.82229406165312,20.362561702779253]}"
128_0,0.7008333,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.69267008632792,26.34084991859467]}"
129_0,0.61583334,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.65960750959047,30.576406483218214]}"
130_0,0.12416667,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.13383437646763,17.627191662635312]}"
131_0,0.68416667,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.6624775442178,30.104790959055464]}"
132_0,0.24083333,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.9183680542354,28.5372307882669]}"
133_0,0.69916666,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.31125913953632,22.424195279833555]}"
134_0,0.27416667,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.37576275121795,19.405855925191965]}"
135_0,0.315,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.80658103863612,33.15906292506184]}"
136_0,0.10583334,"{""geodesic"":false,""type"":""Point"",""coordinates"":[90.91175254110588,9.816340267216072]}"
137_0,0.46833333,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.73147273232003,27.885952207280248]}"
138_0,0.74583334,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.20595829111011,17.53286855780276]}"
139_0,0.14333333,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.51388247337887,6.708169384162527]}"
140_0,0.27416667,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.70564242067405,20.780278309894832]}"
141_0,1.4258333,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.44688187602911,25.339228376801405]}"
142_0,0.5183333,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.94693905455226,21.548337877817023]}"
143_0,0.2175,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.22977902309344,20.63205628801511]}"
144_0,0.21833333,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.55143662653693,24.472354127626065]}"
145_0,0.14166667,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.96827778977764,8.927008135937745]}"
146_0,0.10166667,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.70351848396513,20.937483484615747]}"
147_0,0.24333332,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.45847637158472,32.831177846358216]}"
148_0,0.27666667,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.73134338636358,34.740097825112194]}"
149_0,0.255,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.9269781581174,37.63267303997706]}"
150_0,0.15083334,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.17850643767086,18.202113444471806]}"
151_0,0.43333334,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.86072365868604,23.327002140373676]}"
152_0,0.12083333,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.99597334621963,8.760819808375635]}"
153_0,0.22666667,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.28880125743333,10.067868546769537]}"
154_0,0.09833334,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.9755100548691,12.722390211342724]}"
155_0,0.245,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.09266409076385,33.280335488417975]}"
156_0,0.12166667,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.3599203822445,15.73174641314312]}"
157_0,0.18416667,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.00070862564297,24.261250035857977]}"
158_0,0.115833335,"{""geodesic"":false,""type"":""Point"",""coordinates"":[91.70676156755165,17.919144129974157]}"
159_0,0.27916667,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.12598535941422,27.27958939049957]}"
160_0,0.26333332,"{""geodesic"":false,""type"":""Point"",""coordinates"":[94.72959249861384,35.74621094332606]}"
161_0,0.37,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.24837706964796,35.3015448776869]}"
162_0,0.19500001,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.29715266940241,20.290696480049693]}"
163_0,0.14166667,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.96628319902517,15.938358928490612]}"
164_0,0.12583333,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.73907804637071,15.574541238422205]}"
165_0,0.41416666,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.82542278819338,22.54546784318969]}"
